0.116667 & -9.05619
0.175 & -8.65072
0.341667 & -7.98167
0.625 & -7.37776
1.10833 & -6.8049
1.48333 & -6.51346
2.475 & -6.00151
3.33333 & -5.70378
4.9 & -5.31852
6.05833 & -5.10632
9.04167 & -4.70591
10.8417 & -4.52436
13.35 & -4.31624
15.075 & -4.19472
17.6917 & -4.03466
20.25 & -3.8996
