0.1 & -9.21034
0.175 & -8.65072
0.325 & -8.03169
0.533333 & -7.53636
0.9 & -7.01312
1.4 & -6.57128
2.2 & -6.1193
3.425 & -5.67665
4.425 & -5.42049
6.04167 & -5.10908
7.80833 & -4.85256
10.0083 & -4.60434
12.25 & -4.40223
15.0833 & -4.19416
17.3833 & -4.05224
19.55 & -3.93478
