0.30 0.0014
0.31 0.0021
0.32 0.0041
0.33 0.0075
0.34 0.0133
0.35 0.0178
0.36 0.0297
0.37 0.0400
0.38 0.0588
0.39 0.0727
0.40 0.1085
0.41 0.1301
0.42 0.1602
0.43 0.1809
0.44 0.2123
0.45 0.2430
