0.3000 0.0012
0.3106 0.0021
0.3204 0.0039
0.3300 0.0064
0.3400 0.0108
0.3500 0.0168
0.3600 0.0264
0.3700 0.0411
0.3804 0.0531
0.3900 0.0725
0.4000 0.0937
0.4108 0.1201
0.4202 0.1470
0.4308 0.1810
0.4400 0.2086
0.4500 0.2346
