0.3000 -9.21034
0.3106 -8.65072
0.3204 -8.03169
0.3300 -7.53636
0.3400 -7.01312
0.3500 -6.57128
0.3600 -6.1193
0.3700 -5.67665
0.3804 -5.42049
0.3900 -5.10908
0.4000 -4.85256
0.4108 -4.60434
0.4202 -4.40223
0.4308 -4.19416
0.4400 -4.05224
0.4500 -3.93478
