1 & 0.38 & 0.3 & 0.08 & -5.31852 & -9.05619 & 3.73767 & 46.7209 & 12.362 & 152.82 \\ 
2 & 0.39 & 0.31 & 0.08 & -5.10632 & -8.65072 & 3.5444 & 44.305 & 9.94616 & 98.926 \\ 
3 & 0.4 & 0.32 & 0.08 & -4.70591 & -7.98167 & 3.27576 & 40.947 & 6.58816 & 43.4038 \\ 
4 & 0.41 & 0.33 & 0.08 & -4.52436 & -7.37776 & 2.8534 & 35.6675 & 1.30866 & 1.71258 \\ 
5 & 0.42 & 0.34 & 0.08 & -4.31624 & -6.8049 & 2.48866 & 31.1083 & -3.25059 & 10.5664 \\ 
6 & 0.43 & 0.35 & 0.08 & -4.19472 & -6.51346 & 2.31874 & 28.9842 & -5.37459 & 28.8863 \\ 
7 & 0.44 & 0.36 & 0.08 & -4.03466 & -6.00151 & 1.96685 & 24.5856 & -9.77322 & 95.5158 \\ 
8 & 0.45 & 0.37 & 0.08 & -3.8996 & -5.70378 & 1.80418 & 22.5522 & -11.8066 & 139.396 \\ 
