1 & 0.3804 & 0.3 & 0.0804 & -5.42049 & -9.21034 & 3.78985 & 47.1374 & 12.4431 & 154.83 \\ 
2 & 0.39 & 0.3106 & 0.0794 & -5.10908 & -8.65072 & 3.54164 & 44.605 & 9.91068 & 98.2216 \\ 
3 & 0.4 & 0.3204 & 0.0796 & -4.85256 & -8.03169 & 3.17913 & 39.9388 & 5.24446 & 27.5044 \\ 
4 & 0.4108 & 0.33 & 0.0808 & -4.60434 & -7.53636 & 2.93202 & 36.2874 & 1.59302 & 2.53772 \\ 
5 & 0.4202 & 0.34 & 0.0802 & -4.40223 & -7.01312 & 2.61089 & 32.5547 & -2.13962 & 4.57796 \\ 
6 & 0.4308 & 0.35 & 0.0808 & -4.19416 & -6.57128 & 2.37712 & 29.4198 & -5.27455 & 27.8209 \\ 
7 & 0.44 & 0.36 & 0.08 & -4.05224 & -6.1193 & 2.06706 & 25.8382 & -8.8561 & 78.4306 \\ 
8 & 0.45 & 0.37 & 0.08 & -3.93478 & -5.67665 & 1.74187 & 21.7734 & -12.921 & 166.952 \\ 
